rfq_id,client,product_type,underlying,direction,notional,underlying_move_pct,iv_change,bid_ask_spread_pct,distance_to_barrier_pct,traded,timestamp
3130,Client32,Autocall,NVDA,SELL,1080000.0,2.03178753373487,-0.5945383401279215,0.3474053204721206,1.9553649122241168,1,2025-01-01 08:03:00
4218,Client34,Autocall,NESN,BUY,380000.0,1.7001067421873708,3.2922416212495746,0.6297003298558611,11.808964331156618,0,2025-01-01 08:03:00
1834,Client31,Autocall,TSLA,BUY,800000.0,1.4551172727469894,2.606703509202973,0.3381255104080774,39.43209605026789,1,2025-01-01 08:07:00
3278,Client18,Reverse Convertible,AAPL,BUY,850000.0,5.295314227306995,3.887962083626932,0.1808651237527515,,1,2025-01-01 08:09:00
1105,Client37,Autocall,AAPL,SELL,290000.0,-2.8333947137335054,-0.9710148373887015,0.6380747345234907,25.495218405922955,0,2025-01-01 08:11:00
3271,Client27,Autocall,SMI,SELL,440000.0,4.686376687383658,-2.6928867490288755,0.424384842952136,33.0067891999698,1,2025-01-01 08:21:00
2248,Client27,Autocall,SPX,SELL,370000.0,2.2121125386061973,2.4329343555687477,0.6630062807765892,33.05292492816279,1,2025-01-01 08:21:00
3588,Client10,Autocall,SMI,SELL,1200000.0,-0.7714846794659159,2.1777776983691064,0.37626355854548454,28.258678395957165,0,2025-01-01 08:23:00
2996,Client31,Barrier Reverse Convertible,TSLA,SELL,360000.0,0.9537252575336445,-1.8992673125920123,0.4208948228421478,49.10851254073441,0,2025-01-01 08:24:00
958,Client18,Reverse Convertible,MSFT,SELL,1050000.0,1.6145501836829508,1.270981684064657,0.6617374988992725,,0,2025-01-01 08:27:00
2324,Client18,Autocall,NESN,BUY,820000.0,4.027444217238949,3.605444211434402,0.29295035706845374,33.76804778382625,0,2025-01-01 08:32:00
2245,Client30,Autocall,AAPL,BUY,250000.0,-0.6566253355455436,6.717022206599614,0.9987478195663376,38.04868138965981,0,2025-01-01 08:34:00
1327,Client21,Autocall,NVDA,BUY,120000.0,-0.6373182921931506,4.674930817351747,0.27369877252929026,47.064091083905815,0,2025-01-01 08:49:00
3273,Client11,Reverse Convertible,AAPL,SELL,580000.0,-0.21794642940733552,0.7265255039667964,0.5705658732402739,,0,2025-01-01 08:50:00
1952,Client09,Barrier Reverse Convertible,AMZN,BUY,1250000.0,-0.6169642198368919,0.6587799845982593,0.6594124715512097,42.07685848868294,0,2025-01-01 08:50:00
4231,Client22,Tracker,NESN,SELL,390000.0,-3.450727276578471,0.8927218167071913,0.3319150217311871,,1,2025-01-01 08:52:00
904,Client31,Autocall,AAPL,SELL,1010000.0,0.5574910166382148,3.4832023997187544,0.28688781629921667,1.1260812402036247,0,2025-01-01 08:52:00
1090,Client07,Autocall,NESN,SELL,840000.0,1.4578368701753874,1.654430987294564,0.378257459941138,25.077308233544915,1,2025-01-01 09:04:00
765,Client28,Barrier Reverse Convertible,NESN,BUY,490000.0,1.0802156308063056,-4.481489955342903,0.9911284680698427,30.833708045922485,1,2025-01-01 09:05:00
1454,Client26,Autocall,SMI,SELL,560000.0,0.7358859659776752,0.6387729508607721,0.8464745745296854,48.95041254553905,1,2025-01-01 09:11:00
526,Client06,Autocall,TSLA,BUY,1130000.0,0.2315867002075364,1.3567787692330437,1.0069840939678039,12.47401692395918,0,2025-01-01 09:13:00
1384,Client07,Autocall,AMZN,BUY,980000.0,1.0437568708304925,-1.4865025340730749,0.22845283959703572,29.466098702469218,0,2025-01-01 09:13:00
1395,Client07,Reverse Convertible,NVDA,SELL,770000.0,-2.148519122014363,1.1937693711142625,0.5785597015547066,,0,2025-01-01 09:13:00
4136,Client28,Barrier Reverse Convertible,NVDA,SELL,800000.0,-2.0543641759431384,-3.312850288067261,0.7535679817759038,18.87719677011931,0,2025-01-01 09:20:00
2091,Client34,Bonus Certificate,AMZN,SELL,450000.0,-3.8751769357542734,0.4894785637018127,0.3170968842506368,24.610071414326878,0,2025-01-01 09:24:00
99,Client25,Autocall,SPX,BUY,750000.0,1.77411567159381,-2.219632320518169,0.37394609616647595,17.58400234987556,1,2025-01-01 09:30:00
137,Client26,Tracker,NESN,BUY,580000.0,-1.4268522617935453,-6.718918107863367,0.9974978559499158,,0,2025-01-01 09:39:00
3438,Client03,Autocall,AAPL,BUY,170000.0,-2.383657107312389,-2.285749664672757,0.3680385042105994,45.151458211703726,0,2025-01-01 09:42:00
2945,Client28,Reverse Convertible,TSLA,SELL,500000.0,0.3961291796019047,5.316727086054126,0.09840069696832708,,1,2025-01-01 09:43:00
2012,Client22,Autocall,TSLA,SELL,310000.0,-1.9763814567468272,-2.9117942511470645,0.5015956143479948,20.085870577225467,0,2025-01-01 09:47:00
2781,Client01,Reverse Convertible,SPX,SELL,410000.0,0.2632059054450111,-5.9332466418112455,0.8022267988516997,,0,2025-01-01 09:51:00
1937,Client03,Autocall,AMZN,BUY,390000.0,-0.5255329099818176,-0.2305918893287752,0.40693973648579845,6.192306365466848,0,2025-01-01 09:52:00
